stationID,startTime,endTime,inNums,outNums
0,2019-01-27 00:00:00,2019-01-27 00:10:00,3.6510653380417097,1.9465406380798909
0,2019-01-27 00:10:00,2019-01-27 00:20:00,3.3441355385694003,2.1123971805653734
0,2019-01-27 00:20:00,2019-01-27 00:30:00,4.830194278445515,3.2147928338428122
0,2019-01-27 00:30:00,2019-01-27 00:40:00,3.423178828355251,1.9784272378332493
0,2019-01-27 00:40:00,2019-01-27 00:50:00,3.7290287545742444,2.0792227406735426
0,2019-01-27 00:50:00,2019-01-27 01:00:00,4.450753990217624,2.0995859256896243
0,2019-01-27 01:00:00,2019-01-27 01:10:00,4.318811623494863,0.0
0,2019-01-27 01:10:00,2019-01-27 01:20:00,4.638728118895707,0.0
0,2019-01-27 01:20:00,2019-01-27 01:30:00,4.889260002582475,0.1319566783127113
0,2019-01-27 01:30:00,2019-01-27 01:40:00,5.354114928902392,0.2514936294983602
0,2019-01-27 01:40:00,2019-01-27 01:50:00,5.631084267804562,0.352289132338653
0,2019-01-27 01:50:00,2019-01-27 02:00:00,6.359451539214341,0.37265231735473314
0,2019-01-27 02:00:00,2019-01-27 02:10:00,4.272204212109029,0.0
0,2019-01-27 02:10:00,2019-01-27 02:20:00,4.592120707509874,0.0
0,2019-01-27 02:20:00,2019-01-27 02:30:00,4.842652591196642,0.13455091006731368
0,2019-01-27 02:30:00,2019-01-27 02:40:00,5.307507517516559,0.25408786125296257
0,2019-01-27 02:40:00,2019-01-27 02:50:00,5.5401106578962835,0.3548833640932554
0,2019-01-27 02:50:00,2019-01-27 03:00:00,6.268477929306079,0.3752465491093355
0,2019-01-27 03:00:00,2019-01-27 03:10:00,4.272204212109029,0.0
0,2019-01-27 03:10:00,2019-01-27 03:20:00,4.592120707509874,0.0
0,2019-01-27 03:20:00,2019-01-27 03:30:00,4.842652591196642,0.0
0,2019-01-27 03:30:00,2019-01-27 03:40:00,5.307507517516559,0.0
0,2019-01-27 03:40:00,2019-01-27 03:50:00,5.5401106578962835,0.0056458853874690185
0,2019-01-27 03:50:00,2019-01-27 04:00:00,6.268477929306079,0.026009070403548273
0,2019-01-27 04:00:00,2019-01-27 04:10:00,4.332194127493794,0.0
0,2019-01-27 04:10:00,2019-01-27 04:20:00,4.652110622894638,0.0
0,2019-01-27 04:20:00,2019-01-27 04:30:00,4.902642506581406,0.0
0,2019-01-27 04:30:00,2019-01-27 04:40:00,5.367497432901323,0.0
0,2019-01-27 04:40:00,2019-01-27 04:50:00,5.558621472356206,0.0
0,2019-01-27 04:50:00,2019-01-27 05:00:00,6.286988743766003,0.0
0,2019-01-27 05:00:00,2019-01-27 05:10:00,5.151099059524606,0.0
0,2019-01-27 05:10:00,2019-01-27 05:20:00,5.465305717079412,0.0
0,2019-01-27 05:20:00,2019-01-27 05:30:00,5.722085559528347,0.0
0,2019-01-27 05:30:00,2019-01-27 05:40:00,16.18892569771746,0.0
0,2019-01-27 05:40:00,2019-01-27 05:50:00,35.85896086613553,0.0
0,2019-01-27 05:50:00,2019-01-27 06:00:00,34.882946046287344,0.03915077606646111
0,2019-01-27 06:00:00,2019-01-27 06:10:00,42.03807063958871,0.4034913840547605
0,2019-01-27 06:10:00,2019-01-27 06:20:00,50.85818882095474,0.5526147933926739
0,2019-01-27 06:20:00,2019-01-27 06:30:00,53.39806304398805,1.4392945452510133
0,2019-01-27 06:30:00,2019-01-27 06:40:00,78.37077335479779,29.50287801726406
0,2019-01-27 06:40:00,2019-01-27 06:50:00,89.42525739167934,21.456051589529
0,2019-01-27 06:50:00,2019-01-27 07:00:00,99.63218848975939,14.166556043779783
0,2019-01-27 07:00:00,2019-01-27 07:10:00,113.6880146462247,21.46116076476291
0,2019-01-27 07:10:00,2019-01-27 07:20:00,137.0754762032961,22.764374195140128
0,2019-01-27 07:20:00,2019-01-27 07:30:00,133.0071023849822,24.236333374368407
0,2019-01-27 07:30:00,2019-01-27 07:40:00,133.6043965784448,29.6990902162064
0,2019-01-27 07:40:00,2019-01-27 07:50:00,155.01094867065913,38.78021662465051
0,2019-01-27 07:50:00,2019-01-27 08:00:00,161.55349014024918,39.2552931612927
0,2019-01-27 08:00:00,2019-01-27 08:10:00,174.32710249134914,33.74699356349129
0,2019-01-27 08:10:00,2019-01-27 08:20:00,186.2399624041412,61.76679787875902
0,2019-01-27 08:20:00,2019-01-27 08:30:00,203.97446837675403,53.65872393707231
0,2019-01-27 08:30:00,2019-01-27 08:40:00,180.09174088915373,72.9123300592542
0,2019-01-27 08:40:00,2019-01-27 08:50:00,186.9476557591885,70.65679240956132
0,2019-01-27 08:50:00,2019-01-27 09:00:00,190.22466013444927,65.7155049967786
0,2019-01-27 09:00:00,2019-01-27 09:10:00,226.1595304936859,70.7566109808192
